DEP,LIBGEO,P13_H2064,P13_H65P,P13_F2064,P13_F65P
2,Goussancourt,30,10,31,14
2,Gouy,172,40,167,54
2,Grandlup-et-Fay,91,23,76,30
2,Grandrieux,25,8,25,6
2,Gricourt,281,46,288,48
2,Grisolles,59,9,56,9
2,Gronard,20,5,16,5
2,Grougis,124,27,106,25
2,Grugies,353,66,360,78
2,Guignicourt,611,168,608,250
2,Guise,1351,423,1373,760
2,Guivry,79,18,78,17
2,Guny,147,29,123,49
2,Guyencourt,67,13,57,15
2,Hannapes,94,17,81,21
2,Happencourt,46,9,44,11
2,Haramont,171,43,160,56
2,Harcigny,71,29,62,31
2,Hargicourt,167,35,173,41
2,Harly,443,162,478,220
2,Hartennes-et-Taux,108,23,108,33
2,Hary,66,21,62,22
2,Lehaucourt,285,46,278,66
2,Hautevesnes,52,7,45,15
2,Hauteville,49,17,47,17
2,Haution,43,16,42,13
2,La Hérie,51,15,38,16
2,Le Hérie-la-Viéville,64,28,65,26
2,Hinacourt,11,3,8,3
2,Hirson,2481,663,2664,1123
2,Holnon,380,109,424,128
2,Homblières,450,86,476,102
2,Houry,12,3,13,5
2,Housset,50,12,49,13
2,Iron,65,21,62,24
2,Itancourt,302,79,332,85
2,Iviers,63,26,59,24
2,Jaulgonne,183,59,181,72
2,Jeancourt,77,16,86,16
2,Jeantes,69,17,65,30
2,Joncourt,97,27,88,29
2,Jouaignes,47,6,42,10
2,Jumencourt,45,9,43,6
2,Jumigny,18,4,15,6
2,Jussy,362,68,360,103
2,Juvigny,88,12,80,22
2,Juvincourt-et-Damary,171,20,163,27
2,Laffaux,45,10,42,14
2,Laigny,69,15,49,23
2,Lanchy,15,4,14,6
2,Landifay-et-Bertaignemont,75,23,74,33
2,Landouzy-la-Cour,62,8,58,15
2,Landouzy-la-Ville,172,38,165,49
2,Landricourt,38,13,39,9
2,Laniscourt,54,7,55,11
2,Laon,7316,1556,7568,2694
2,Lappion,84,18,84,29
2,Largny-sur-Automne,74,17,74,18
2,Latilly,62,11,60,10
2,Launoy,30,8,27,4
2,Laval-en-Laonnois,79,13,78,15
2,Lavaqueresse,57,17,56,26
2,Laversine,51,10,44,7
2,Lemé,134,44,124,38
2,Lempire,34,11,29,12
2,Lerzy,54,18,61,24
2,Leschelle,77,39,73,37
2,Lesdins,227,66,259,68
2,Lesges,24,3,27,4
2,Lesquielles-Saint-Germain,236,65,242,72
2,Leuilly-sous-Coucy,112,23,110,34
2,Leury,31,11,33,6
2,Leuze,49,13,47,17
2,Levergies,182,38,172,40
2,Lhuys,52,9,38,7
2,Licy-Clignon,21,7,23,6
2,Lierval,34,10,32,11
2,Liesse-Notre-Dame,353,98,380,192
2,Liez,129,37,126,42
2,Limé,49,22,54,18
2,Lislet,68,18,66,29
2,Lizy,75,19,80,23
2,Logny-lès-Aubenton,20,12,17,11
2,Longpont,95,18,89,20
2,Longueval-Barbonval,162,16,139,32
2,Lor,40,11,40,16
2,Louâtre,65,15,59,15
2,Loupeigne,32,4,29,9
2,Lucy-le-Bocage,59,11,54,18
2,Lugny,39,8,28,15
2,Luzoir,76,36,84,34
2,Ly-Fontaine,41,5,36,5
2,Maast-et-Violaine,50,9,40,8
2,Mâchecourt,42,5,33,5
2,Macogny,19,6,21,5
2,Macquigny,109,22,102,35
2,Magny-la-Fosse,35,7,41,6
2,Maissemy,69,16,66,24
2,Maizy,130,30,119,37
2,La Malmaison,113,21,115,33
2,Malzy,64,13,53,16
2,Manicamp,101,30,91,31
2,Marchais,109,23,115,30
2,Marchais-en-Brie,79,26,75,30
2,Marcy,51,16,45,18
2,Marcy-sous-Marle,71,24,64,16
2,Marest-Dampcourt,118,24,105,24
2,Mareuil-en-Dôle,73,17,76,18
2,Marfontaine,22,7,23,6
2,Margival,108,25,113,26
2,Marigny-en-Orxois,146,30,137,38
2,Marizy-Sainte-Geneviève,44,7,36,7
2,Marizy-Saint-Mard,15,4,15,6
2,Marle,620,203,635,308
2,Marly-Gomont,119,50,113,63
2,Martigny,128,32,120,39
2,Martigny-Courpierre,39,10,33,6
2,Mauregny-en-Haye,140,25,121,33
2,Mayot,64,9,55,10
2,Mennessis,120,29,113,29
2,Menneville,117,26,117,30
2,Mennevret,197,45,170,69
2,Mercin-et-Vaux,271,84,271,109
2,Merlieux-et-Fouquerolles,81,11,87,10
2,Merval,25,4,29,2
2,Mesbrecourt-Richecourt,91,23,78,35
2,Mesnil-Saint-Laurent,134,34,144,28
2,Meurival,17,3,16,3
2,Mézières-sur-Oise,143,54,144,69
2,Mézy-Moulins,153,42,149,44
2,Missy-aux-Bois,33,5,32,10
2,Missy-lès-Pierrepont,30,6,33,6
2,Missy-sur-Aisne,214,47,202,60
2,Molain,41,17,46,15
2,Molinchart,102,17,100,20
2,Monampteuil,44,12,36,11
2,Monceau-le-Neuf-et-Faucouzy,106,26,93,27
2,Monceau-lès-Leups,144,31,140,24
2,Monceau-le-Waast,68,13,58,23
2,Monceau-sur-Oise,27,19,28,17
2,Mondrepuis,289,70,310,69
2,Monnes,35,9,33,5
2,Mons-en-Laonnois,342,83,355,92
2,Montaigu,209,52,221,62
2,Montbavin,14,5,12,3
2,Montbrehain,234,60,238,75
2,Montchâlons,22,3,18,9
2,Montcornet,424,100,438,140
2,Mont-d'Origny,265,60,257,75
2,Montescourt-Lizerolles,460,87,468,149
2,Montfaucon,57,22,59,19
2,Montgobert,62,18,54,21
2,Montgru-Saint-Hilaire,11,2,12,2
2,Monthenault,48,10,40,15
2,Monthiers,48,9,48,8
2,Monthurel,44,10,37,16
2,Montigny-en-Arrouaise,92,14,82,25
2,Montigny-l'Allier,74,19,77,23
2,Montigny-le-Franc,54,9,49,17
2,Montigny-Lengrain,215,31,220,38
2,Montigny-lès-Condé,20,7,18,6
2,Montigny-sous-Marle,16,5,19,8
2,Montigny-sur-Crécy,97,17,95,25
2,Montlevon,89,23,80,28
2,Montloué,51,10,52,14
2,Mont-Notre-Dame,224,40,227,48
2,Montreuil-aux-Lions,399,78,408,90
2,Mont-Saint-Jean,22,1,22,4
2,Mont-Saint-Martin,24,5,22,6
2,Mont-Saint-Père,221,39,205,58
2,Morcourt,158,48,180,65
2,Morgny-en-Thiérache,29,10,27,12
2,Morsain,133,28,123,36
2,Mortefontaine,89,17,77,17
2,Mortiers,54,12,56,20
2,Moulins,24,9,23,10
2,Moussy-Verneuil,34,11,34,13
2,Moÿ-de-l'Aisne,281,77,275,114
2,Muret-et-Crouttes,37,7,37,12
2,Muscourt,16,3,15,4
2,Nampcelles-la-Cour,33,18,34,17
2,Nampteuil-sous-Muret,32,5,28,7
2,Nanteuil-la-Fosse,56,10,50,10
2,Nanteuil-Notre-Dame,18,7,18,7
2,Nauroy,210,43,197,69
2,Nesles-la-Montagne,387,58,370,72
2,Neufchâtel-sur-Aisne,136,25,124,32
2,Neuflieux,28,5,29,6
2,Neuilly-Saint-Front,599,135,605,227
2,Neuve-Maison,171,30,182,47
2,La Neuville-Bosmont,47,11,50,15
2,La Neuville-en-Beine,55,12,57,13
2,La Neuville-Housset,16,5,16,5
2,La Neuville-lès-Dorengt,106,28,114,37
2,Neuville-Saint-Amand,257,76,253,87
2,Neuville-sur-Ailette,32,7,31,8
2,Neuville-sur-Margival,40,2,33,4
2,Neuvillette,53,8,61,13
2,Nizy-le-Comte,80,18,70,24
2,Nogentel,273,109,277,133
2,Nogent-l'Artaud,577,176,611,240
2,Noircourt,35,4,22,7
2,Noroy-sur-Ourcq,43,11,40,10
2,Le Nouvion-en-Thiérache,772,215,749,352
2,Nouvion-et-Catillon,165,31,155,45
2,Nouvion-le-Comte,81,26,73,28
2,Nouvion-le-Vineux,42,12,48,14
2,Nouvron-Vingré,67,9,60,11
2,Noyales,47,12,51,14
2,Noyant-et-Aconin,146,38,152,33
2,OEuilly,85,10,94,22
2,Ognes,313,137,300,153
2,Ohis,84,27,90,26
2,Oigny-en-Valois,50,10,42,16
2,Oisy,123,31,123,43
2,Ollezy,48,11,49,15
2,Omissy,202,51,193,65
2,Orainville,153,30,151,33
2,Orgeval,17,8,15,13
2,Origny-en-Thiérache,428,115,415,226
2,Origny-Sainte-Benoite,487,115,517,173
2,Osly-Courtil,102,15,81,24
2,Ostel,22,9,22,8
2,Oulches-la-Vallée-Foulon,24,5,23,6
2,Oulchy-la-Ville,38,9,34,13
2,Oulchy-le-Château,225,80,236,91
2,Paars,97,11,87,20
2,Paissy,26,9,15,6
2,Pancy-Courtecon,24,0,18,4
2,Papleux,33,5,32,7
2,Parcy-et-Tigny,82,12,77,13
2,Parfondeval,37,22,36,19
2,Parfondru,106,22,110,30
2,Pargnan,20,8,22,6
2,Pargny-Filain,81,15,75,23
2,Pargny-la-Dhuys,51,15,49,20
2,Pargny-les-Bois,41,8,42,10
2,Parpeville,56,15,59,33
2,Pasly,287,111,294,129
2,Passy-en-Valois,47,4,46,10
2,Passy-sur-Marne,44,9,44,15
2,Pavant,229,55,221,67
2,Perles,23,5,23,7
2,Pernant,201,61,201,59
2,Pierremande,85,24,77,29
2,Pierrepont,113,36,99,45
2,Pignicourt,59,5,65,5
2,Pinon,483,149,504,192
2,Pithon,18,6,22,11
2,Pleine-Selve,52,16,43,14
2,Le Plessier-Huleu,28,7,21,5
2,Ploisy,21,6,22,7
2,Plomion,139,39,116,63
2,Ployart-et-Vaurseine,6,4,6,2
2,Pommiers,171,65,176,60
2,Pont-Arcy,40,7,36,12
2,Pontavert,168,30,167,49
2,Pontru,90,19,77,26
2,Pontruet,106,18,99,12
2,Pont-Saint-Mard,65,10,52,15
2,Pouilly-sur-Serre,156,33,137,45
2,Prémont,199,52,193,70
2,Prémontré,316,39,236,45
2,Presles-et-Boves,113,22,114,27
2,Presles-et-Thierny,124,36,124,33
2,Priez,12,3,13,4
2,Prisces,29,9,30,13
2,Proisy,98,24,88,36
2,Proix,44,14,38,16
2,Prouvais,98,23,107,34
2,Proviseux-et-Plesnoy,34,9,31,7
2,Puiseux-en-Retz,69,14,64,18
2,Puisieux-et-Clanlieu,76,19,74,27
2,Quierzy,130,37,119,31
2,Quincy-Basse,15,5,18,6
2,Quincy-sous-le-Mont,20,5,20,5
2,Raillimont,17,9,20,9
2,Ramicourt,51,7,45,10
2,Regny,54,18,62,22
2,Remaucourt,100,25,96,28
2,Remies,78,16,64,28
2,Remigny,129,20,113,25
2,Renansart,54,13,44,18
2,Renneval,32,14,33,16
2,Résigny,57,20,47,28
2,Ressons-le-Long,230,54,223,69
2,Retheuil,105,22,114,22
2,Reuilly-Sauvigny,66,18,53,26
2,Révillon,20,2,22,4
2,Ribeauville,21,7,18,11
2,Ribemont,545,142,533,225
2,Rocourt-Saint-Martin,93,10,81,15
2,Rocquigny,114,30,111,35
2,Rogécourt,31,4,27,9
2,Rogny,35,6,33,8
2,Romeny-sur-Marne,140,32,143,39
2,Romery,28,9,27,9
2,Ronchères,28,20,35,16
2,Roucy,103,25,106,30
2,Rougeries,62,18,56,26
2,Roupy,65,19,64,23
2,Rouvroy,147,41,170,49
2,Rouvroy-sur-Serre,16,3,16,3
2,Royaucourt-et-Chailvet,64,19,66,22
2,Rozet-Saint-Albin,84,25,74,28
2,Rozières-sur-Crise,81,23,66,13
2,Rozoy-Bellevalle,34,7,35,10
2,Grand-Rozoy,104,13,93,17
2,Rozoy-sur-Serre,279,78,268,130
2,Saconin-et-Breuil,68,19,61,21
2,Sains-Richaumont,266,79,283,139
2,Saint-Agnan,31,9,41,5
2,Saint-Algis,48,19,39,20
2,Saint-Aubin,95,21,92,25
2,Saint-Bandry,86,19,89,27
2,Saint-Christophe-à-Berry,127,33,110,39
2,Saint-Clément,12,5,13,9
2,Sainte-Croix,42,9,42,5
2,Saint-Erme-Outre-et-Ramecourt,544,113,527,163
2,Saint-Eugène,62,30,59,24
2,Sainte-Geneviève,20,4,18,9
2,Saint-Gengoulph,47,4,38,7
2,Saint-Gobain,579,272,590,389
2,Saint-Gobert,85,21,81,37
2,Saint-Mard,39,11,29,11
2,Saint-Martin-Rivière,37,12,25,21
2,Saint-Michel,1014,257,971,336
2,Saint-Nicolas-aux-Bois,36,6,36,6
2,Saint-Paul-aux-Bois,111,27,118,37
2,Saint-Pierre-Aigle,110,21,100,24
2,Saint-Pierre-lès-Franqueville,16,4,13,4
2,Saint-Pierremont,17,5,16,3
2,Sainte-Preuve,31,5,23,12
2,Saint-Quentin,14937,3863,16206,6560
2,Saint-Rémy-Blanzy,74,13,65,14
2,Saint-Simon,189,35,189,41
2,Saint-Thibaut,18,6,15,8
2,Saint-Thomas,30,5,30,9
2,Samoussy,117,23,113,22
2,Sancy-les-Cheminots,31,10,29,7
2,Saponay,89,19,82,17
2,Saulchery,180,63,189,66
2,Savy,181,36,181,50
2,Seboncourt,308,88,292,129
2,Selens,71,16,59,25
2,La Selve,67,18,59,15
2,Septmonts,165,39,170,54
2,Septvaux,56,12,42,15
2,Sequehart,67,14,69,16
2,Serain,123,26,108,41
2,Seraucourt-le-Grand,233,50,233,62
2,Serches,92,19,101,20
2,Sergy,48,10,44,11
2,Seringes-et-Nesles,95,14,81,20
2,Sermoise,101,16,101,24
2,Serval,14,6,14,5
2,Servais,87,23,86,37
2,Séry-lès-Mézières,188,44,181,63
2,Silly-la-Poterie,39,16,33,15
2,Sinceny,577,187,570,238
2,Sissonne,726,118,542,183
2,Sissy,148,44,138,44
2,Soissons,7696,2072,8292,3396
2,Soize,24,7,26,10
2,Sommelans,19,2,19,2
2,Sommeron,35,9,39,8
2,Sommette-Eaucourt,40,14,47,15
2,Sons-et-Ronchères,73,20,57,24
2,Sorbais,82,27,82,28
2,Soucy,23,5,30,11
2,Soupir,82,19,84,26
2,Le Sourd,53,12,45,18
2,Surfontaine,33,4,24,7
2,Suzy,80,28,88,28
2,Taillefontaine,75,21,80,27
2,Tannières,7,0,4,1
2,Tartiers,50,15,49,10
2,Tavaux-et-Pontséricourt,168,56,159,60
2,Tergnier,3771,1049,3994,1554
2,Terny-Sorny,94,20,94,18
2,Thenailles,68,28,74,30
2,Thenelles,148,51,152,68
2,Thiernu,37,11,30,12
2,Le Thuel,46,12,48,16
2,Torcy-en-Valois,32,6,25,7
2,Toulis-et-Attencourt,38,4,41,11
2,Travecy,198,41,201,64
2,Trefcon,26,5,25,7
2,Trélou-sur-Marne,279,85,263,123
2,Troësnes,65,10,69,15
2,Trosly-Loire,169,50,150,52
2,Trucy,50,12,42,16
2,Tugny-et-Pont,86,22,77,21
2,Tupigny,98,25,97,36
2,Ugny-le-Gay,55,14,45,18
2,Urcel,165,41,163,39
2,Urvillers,190,45,193,46
2,Vadencourt,178,47,153,50
2,Vailly-sur-Aisne,541,215,562,306
2,La Vallée-au-Blé,100,44,93,49
2,La Vallée-Mulâtre,44,10,48,16
2,Variscourt,59,5,55,8
2,Vassens,51,11,42,14
2,Vasseny,62,10,54,17
2,Vassogne,23,5,16,11
2,Vaucelles-et-Beffecourt,69,17,66,17
2,Vaudesson,70,13,68,20
2,Vauxrezis,101,34,100,28
2,Vauxaillon,143,24,141,34
2,Vaux-Andigny,267,57,247,141
2,Vauxbuin,211,78,229,90
2,Vauxcéré,25,5,21,8
2,Vaux-en-Vermandois,39,7,41,14
2,Vauxtin,16,7,11,8
2,Vendelles,40,8,29,10
2,Vendeuil,253,100,246,136
2,Vendhuile,143,34,152,41
2,Vendières,51,8,40,14
2,Vendresse-Beaulne,32,8,28,11
2,Vénérolles,69,19,69,16
2,Venizel,392,93,390,125
2,Verdilly,141,27,131,34
2,Le Verguier,72,13,69,10
2,Grand-Verly,46,7,41,8
2,Petit-Verly,54,8,51,9
2,Vermand,301,99,292,119
2,Verneuil-sous-Coucy,32,14,45,10
2,Verneuil-sur-Serre,72,15,72,22
2,Versigny,138,44,126,54
2,Vervins,677,193,748,280
2,Vesles-et-Caumont,74,13,63,18
2,Veslud,81,22,71,26
2,Veuilly-la-Poterie,41,12,39,17
2,Vézaponin,42,11,33,12
2,Vézilly,64,12,56,14
2,Vic-sur-Aisne,489,132,519,202
2,Vichel-Nanteuil,31,3,23,5
2,Viel-Arcy,46,13,50,14
2,Viels-Maisons,321,66,296,75
2,Vierzy,134,19,121,25
2,Viffort,94,23,95,22
2,Vigneux-Hocquet,71,35,72,37
2,La Ville-aux-Bois-lès-Dizy,55,11,51,13
2,La Ville-aux-Bois-lès-Pontavert,41,13,40,7
2,Villemontoire,68,9,61,16
2,Villeneuve-Saint-Germain,708,185,755,237
2,Villeneuve-sur-Fère,76,18,76,27
2,Villequier-Aumont,193,62,189,58
2,Villeret,91,15,88,27
2,Villers-Agron-Aiguizy,27,2,20,11
2,Villers-Cotterêts,3169,640,3128,984
2,Villers-en-Prayères,40,10,37,16
2,Villers-Hélon,65,10,63,11
2,Villers-le-Sec,76,15,69,19
2,Villers-lès-Guise,53,19,52,14
2,Villers-Saint-Christophe,128,38,139,46
2,Villers-sur-Fère,153,26,162,31
2,Ville-Savoye,17,8,17,9
2,Villiers-Saint-Denis,305,103,295,111
2,Vincy-Reuil-et-Magny,35,13,34,15
2,Viry-Noureuil,534,122,551,160
2,Vivaise,206,44,223,47
2,Vivières,127,22,120,37
2,Voharies,20,7,17,11
2,Vorges,100,39,115,44
2,Voulpaix,124,27,123,26
2,Voyenne,72,21,74,33
2,Vregny,27,8,26,10
2,Vuillery,11,3,9,4
2,Wassigny,288,51,277,86
2,Watigny,117,27,102,33
2,Wiège-Faty,64,17,58,19
2,Wimy,126,33,116,47
2,Wissignicourt,47,9,43,10
3,Abrest,771,259,777,301
3,Agonges,93,30,109,40
3,Ainay-le-Château,272,163,255,171
3,Andelaroche,66,30,65,41
3,Archignat,94,32,100,23
3,Arfeuilles,204,88,159,93
3,Arpheuilles-Saint-Priest,106,32,106,32
3,Arronnes,112,32,99,42
3,Aubigny,43,7,33,11
3,Audes,131,47,123,45
3,Aurouër,113,21,116,33
3,Autry-Issards,113,27,108,21
3,Avermes,1073,364,1152,445
3,Avrilly,42,27,32,27
3,Bagneux,99,15,88,21
3,Barberier,33,17,36,18
3,Barrais-Bussolles,59,17,60,22
3,Bayet,195,44,188,55
3,Beaulon,459,181,438,215
3,Beaune-d'Allier,91,31,77,32
3,Bègues,66,23,66,24
3,Bellenaves,261,118,265,172
3,Bellerive-sur-Allier,1957,1132,2194,1667
3,Bert,73,34,57,38
3,Bessay-sur-Allier,407,95,414,121
3,Besson,215,76,229,73
3,Bézenet,259,97,265,116
3,Billezois,115,21,109,36
3,Billy,251,85,234,88
3,Biozat,230,73,219,72
3,Bizeneuille,83,34,71,30
3,Blomard,71,15,66,19
3,Bost,56,10,60,11
3,Boucé,143,52,140,53
3,Le Bouchaud,57,25,58,17
3,Bourbon-l'Archambault,606,300,667,514
3,Braize,85,24,79,25
3,Bransat,155,48,152,39
3,Bresnay,102,34,98,43
3,Bressolles,285,120,288,125
3,Le Brethon,102,38,96,47
3,Le Breuil,163,60,141,68
3,Broût-Vernet,336,102,323,141
3,Brugheas,415,131,417,143
3,Busset,258,71,246,85
3,Buxières-les-Mines,259,152,255,197
3,La Celle,140,45,119,42
3,Cérilly,347,200,339,243
3,Cesset,115,36,109,39
3,La Chabanne,52,25,42,32
3,Chambérat,93,43,82,37
3,Chamblet,296,87,319,90
3,Chantelle,275,128,262,224
3,Chapeau,64,26,57,30
3,La Chapelaude,282,93,279,112
3,La Chapelle,112,38,98,42
3,La Chapelle-aux-Chasses,65,25,55,24
3,Chappes,63,20,63,16
3,Chareil-Cintrat,111,32,98,36
3,Charmeil,222,75,240,79
3,Charmes,132,26,124,32
3,Charroux,99,47,103,54
3,Chassenard,283,79,293,82
3,Château-sur-Allier,59,21,54,25
3,Châtel-de-Neuvre,164,51,156,66
3,Châtel-Montagne,91,70,96,72
3,Châtelperron,42,17,45,18
3,Châtelus,39,17,26,21
3,Châtillon,93,22,89,32
3,Chavenon,46,8,42,6
3,Chavroches,55,42,60,48
3,Chazemais,139,42,138,48
3,Chemilly,185,48,201,42
3,Chevagnes,182,77,165,97
3,Chezelle,48,22,57,19
3,Chézy,66,11,69,12
3,Chirat-l'Église,41,17,29,15
3,Chouvigny,65,39,52,38
3,Cindré,92,33,92,30
3,Cognat-Lyonne,211,44,199,65
3,Colombier,96,32,95,38
3,Commentry,1780,672,1790,1076
3,Contigny,194,56,176,58
3,Cosne-d'Allier,525,298,530,443
3,Coulandon,189,54,198,56
3,Coulanges,88,35,87,32
3,Couleuvre,164,78,155,89
3,Courçais,110,26,99,38
3,Coutansouze,30,22,35,15
3,Couzon,79,26,76,30
3,Créchy,148,33,136,30
3,Cressanges,190,70,176,76
3,Creuzier-le-Neuf,307,95,329,87
3,Creuzier-le-Vieux,919,329,983,347
3,Cusset,3388,1347,3845,1999
3,Deneuille-lès-Chantelle,19,11,26,19
3,Deneuille-les-Mines,104,31,104,30
3,Désertines,1110,484,1218,701
3,Deux-Chaises,119,40,123,35
3,Diou,440,162,397,181
3,Domérat,2304,1044,2519,1342
3,Dompierre-sur-Besbre,855,353,826,508
3,Le Donjon,276,151,272,219
3,Doyet,345,118,344,146
3,Droiturier,100,46,91,49
3,Durdat-Larequille,347,110,366,132
3,Ébreuil,327,152,332,238
3,Échassières,85,62,83,94
3,Escurolles,212,56,227,66
3,Espinasse-Vozelle,273,63,282,93
3,Estivareilles,298,132,304,148
3,Étroussat,176,63,176,82
3,Ferrières-sur-Sichon,171,63,140,82
3,La Ferté-Hauterive,76,31,78,27
3,Fleuriel,101,39,92,34
3,Fourilles,50,27,52,32
3,Franchesse,134,55,118,52
3,Gannat,1493,588,1567,903
3,Gannay-sur-Loire,112,42,110,67
3,Garnat-sur-Engièvre,187,82,175,92
3,Gennetines,201,52,189,55
3,Gipcy,67,23,70,22
3,Givarlais,82,23,73,19
3,Gouise,76,20,63,21
3,La Guillermie,38,22,31,21
3,Hauterive,335,109,360,126
3,Hérisson,154,89,148,154
3,Huriel,761,225,790,272
3,Hyds,86,41,83,51
3,Isle-et-Bardais,86,43,64,41
3,Isserpent,158,48,141,64
3,Jaligny-sur-Besbre,143,78,156,99
3,Jenzat,135,53,151,60
3,Laféline,66,18,61,17
3,Lalizolle,89,38,85,51
3,Lamaids,58,17,53,18
3,Langy,80,23,72,29
3,Lapalisse,741,357,811,592
3,Laprugne,88,47,90,54
3,Lavault-Sainte-Anne,299,128,301,140
3,Lavoine,51,22,34,28
3,Lenax,70,39,56,48
3,Lételon,32,9,30,15
3,Liernolles,63,22,59,29
3,Lignerolles,242,51,237,50
3,Limoise,47,18,41,15
3,Loddes,52,22,41,20
3,Loriges,93,20,96,33
3,Louchy-Montfand,131,33,120,42
3,Louroux-Bourbonnais,75,30,63,31
3,Louroux-de-Beaune,60,17,51,16
3,Louroux-de-Bouble,68,40,61,42
3,Louroux-Hodement,131,11,117,25
3,Luneau,83,30,69,41
3,Lurcy-Lévis,522,252,503,323
3,Lusigny,498,137,491,143
3,Magnet,275,71,260,60
3,Maillet,93,23,105,27
3,Malicorne,252,52,239,63
3,Marcenat,111,27,106,30
3,Marcillat-en-Combraille,239,76,234,136
3,Marigny,63,11,60,15
3,Mariol,227,68,221,63
3,Le Mayet-d'École,91,24,71,29
3,Le Mayet-de-Montagne,353,189,377,243
3,Mazerier,82,37,84,36
3,Mazirat,80,35,69,31
3,Meaulne,218,88,210,114
3,Meillard,86,22,91,34
3,Meillers,40,14,40,17
3,Mercy,78,27,74,28
3,Mesples,39,19,36,18
3,Molinet,340,120,317,122
3,Molles,256,72,248,65
3,Monestier,72,27,86,33
3,Monétay-sur-Allier,163,36,151,38
3,Monétay-sur-Loire,84,38,73,40
3,Montaiguët-en-Forez,88,44,70,52
3,Montaigu-le-Blin,79,43,89,42
3,Montbeugny,204,39,199,45
3,Montcombroux-les-Mines,99,37,103,44
3,Monteignet-sur-l'Andelot,72,29,71,22
3,Le Montet,108,67,112,128
3,Montilly,159,48,156,39
3,Montluçon,10119,3621,10304,6173
3,Montmarault,380,166,388,272
3,Montoldre,146,93,144,133
3,Montord,63,23,61,24
3,Montvicq,207,72,197,82
3,Moulins,5210,1571,5866,2892
3,Murat,84,33,80,31
3,Nades,55,14,31,17
3,Nassigny,54,14,54,17
3,Naves,39,12,30,15
3,Néris-les-Bains,667,310,688,470
3,Neuilly-en-Donjon,67,34,51,40
3,Neuilly-le-Réal,420,120,404,145
3,Neure,56,19,46,19
3,Neuvy,383,196,412,203
3,Nizerolles,100,32,86,35
3,Noyant-d'Allier,190,70,182,108
3,Paray-le-Frésil,118,46,113,51
3,Paray-sous-Briailles,186,63,164,61
3,Périgny,140,39,128,44
3,La Petite-Marche,53,25,49,22
3,Pierrefitte-sur-Loire,171,42,144,45
3,Le Pin,108,47,96,42
3,Poëzat,44,13,41,10
3,Pouzy-Mésangy,109,43,110,50
3,Prémilhat,663,310,651,350
3,Quinssaines,415,127,404,126
3,Reugny,60,41,64,45
3,Rocles,106,50,94,68
3,Rongères,173,49,167,66
3,Ronnet,56,16,51,18
3,Saint-Angel,232,50,232,67
3,Saint-Aubin-le-Monial,81,34,80,25
3,Saint-Bonnet-de-Four,68,28,52,32
3,Saint-Bonnet-de-Rochefort,181,65,177,85
3,Saint-Bonnet-Tronçais,172,121,173,156
3,Saint-Caprais,27,7,21,8
3,Saint-Christophe,148,39,126,52
3,Saint-Clément,80,43,90,49
3,Saint-Désiré,113,47,119,55
3,Saint-Didier-en-Donjon,76,26,61,35
3,Saint-Didier-la-Forêt,115,33,105,39
3,Saint-Éloy-d'Allier,18,5,14,6
3,Saint-Ennemond,196,46,189,57
3,Saint-Étienne-de-Vicq,150,42,142,45
3,Saint-Fargeol,57,26,43,39
3,Saint-Félix,101,15,100,20
3,Saint-Genest,115,24,106,25
3,Saint-Gérand-de-Vaux,106,44,112,52
3,Saint-Gérand-le-Puy,251,121,247,177
3,Saint-Germain-des-Fossés,974,329,1053,474
3,Saint-Germain-de-Salles,124,48,119,52
3,Saint-Hilaire,144,53,138,63
3,Saint-Léger-sur-Vouzance,77,33,73,38
3,Saint-Léon,157,88,159,94
3,Saint-Léopardin-d'Augy,91,38,90,42
3,Saint-Loup,162,53,158,52
3,Saint-Marcel-en-Murat,39,18,40,20
3,Saint-Marcel-en-Marcillat,43,21,40,25
3,Saint-Martin-des-Lais,49,15,33,18
3,Saint-Martinien,187,48,176,57
3,Saint-Menoux,279,85,299,114
3,Saint-Nicolas-des-Biefs,42,25,45,24
3,Saint-Palais,41,33,38,34
3,Saint-Pierre-Laval,108,49,105,41
3,Saint-Plaisir,122,36,109,51
3,Saint-Pont,181,33,174,48
3,Saint-Pourçain-sur-Besbre,131,33,121,39
3,Saint-Pourçain-sur-Sioule,1295,560,1312,894
3,Saint-Priest-d'Andelot,39,16,35,25
3,Saint-Priest-en-Murat,67,19,59,19
3,Saint-Prix,222,98,219,84
3,Saint-Rémy-en-Rollat,456,153,481,170
3,Saint-Sauvier,94,47,93,46
3,Saint-Sornin,64,20,70,27
3,Sainte-Thérence,67,13,57,15
3,Saint-Victor,624,152,643,185
3,Saint-Voir,61,15,54,18
3,Saint-Yorre,751,291,790,374
3,Saligny-sur-Roudon,229,75,179,84
3,Sanssat,85,21,67,27
3,Saulcet,201,50,205,62
3,Saulzet,111,27,111,28
3,Sauvagny,30,8,25,13
3,Sazeret,52,5,49,4
3,Serbannes,217,79,239,76
3,Servilly,87,26,73,31
3,Seuillet,156,34,141,33
3,Sorbier,82,31,76,40
3,Souvigny,505,188,514,277
3,Sussat,28,12,29,18
3,Target,76,27,78,28
3,Taxat-Senat,55,33,49,31
3,Teillet-Argenty,163,40,162,49
3,Terjat,65,20,61,26
3,Le Theil,115,48,103,69
3,Theneuille,121,44,103,48
3,Thiel-sur-Acolin,303,98,288,111
3,Thionne,85,44,81,48
3,Tortezais,58,17,47,20
