DEP,LIBGEO,P13_H2064,P13_H65P,P13_F2064,P13_F65P
80,Frettecuisse,24,7,21,7
80,Frettemeule,90,21,85,19
80,Friaucourt,222,71,224,79
80,Fricamps,48,9,43,10
80,Fricourt,154,38,146,46
80,Frise,54,16,55,18
80,Friville-Escarbotin,1323,385,1349,552
80,Frohen-sur-Authie,61,18,61,22
80,Froyelles,33,9,27,9
80,Frucourt,39,9,35,13
80,Gamaches,718,262,736,433
80,Gapennes,80,21,70,30
80,Gauville,107,39,99,39
80,Gentelles,178,24,174,37
80,Gézaincourt,154,23,102,34
80,Ginchy,16,10,17,7
80,Glisy,192,45,188,52
80,Gorenflos,66,16,69,19
80,Gorges,15,5,11,4
80,Goyencourt,32,8,25,11
80,Grandcourt,61,14,57,17
80,Grand-Laviers,118,25,110,32
80,Gratibus,63,7,58,10
80,Grattepanche,92,15,92,21
80,Grébault-Mesnil,76,6,70,8
80,Grécourt,7,1,7,1
80,Grivesnes,124,12,115,29
80,Grivillers,27,3,26,4
80,Grouches-Luchuel,171,47,171,46
80,Gruny,99,25,112,15
80,Guerbigny,87,17,72,23
80,Gueschart,87,34,75,38
80,Gueudecourt,35,10,30,6
80,Guignemicourt,77,17,73,19
80,Guillaucourt,114,27,110,34
80,Guillemont,40,13,41,10
80,Guizancourt,34,4,35,12
80,Guyencourt-sur-Noye,45,15,49,18
80,Guyencourt-Saulcourt,41,12,39,15
80,Hailles,127,19,129,27
80,Hallencourt,387,118,362,168
80,Hallivillers,39,15,41,16
80,Halloy-lès-Pernois,105,30,104,32
80,Hallu,57,8,55,11
80,Ham,1231,402,1305,684
80,Le Hamel,166,25,152,38
80,Hamelet,175,31,191,41
80,Hancourt,31,7,28,10
80,Hangard,40,7,34,7
80,Hangest-en-Santerre,291,68,285,87
80,Hangest-sur-Somme,214,63,209,72
80,Harbonnières,497,88,496,116
80,Hardecourt-aux-Bois,28,8,20,10
80,Hargicourt,109,29,111,40
80,Harponville,45,16,47,20
80,Hattencourt,89,13,80,18
80,Hautvillers-Ouville,179,26,182,37
80,Havernas,127,24,129,18
80,Hébécourt,140,38,162,33
80,Hédauville,35,5,32,11
80,Heilly,124,32,130,29
80,Hem-Hardinval,100,22,99,19
80,Hem-Monacu,42,10,40,13
80,Hénencourt,59,11,55,14
80,Herbécourt,55,7,55,11
80,Hérissart,175,40,176,47
80,Herleville,60,8,46,15
80,Herly,15,1,17,2
80,Hervilly,57,4,59,7
80,Hesbécourt,16,6,20,5
80,Hescamps,163,56,149,53
80,Heucourt-Croquoison,34,12,33,13
80,Heudicourt,146,46,141,61
80,Heuzecourt,45,13,44,18
80,Hiermont,37,12,39,17
80,Hombleux,318,75,310,112
80,Hornoy-le-Bourg,465,166,443,188
80,Huchenneville,195,48,194,53
80,Humbercourt,72,24,74,27
80,Huppy,233,61,219,71
80,Hyencourt-le-Grand,26,4,16,11
80,Ignaucourt,30,7,24,7
80,Inval-Boiron,29,8,28,11
80,Irles,31,13,26,12
80,Jumel,161,17,153,19
80,Laboissière-en-Santerre,42,13,42,15
80,Lachapelle,24,4,21,3
80,Lafresguimont-Saint-Martin,154,48,149,43
80,Lahoussoye,149,12,135,18
80,Laleu,28,7,26,12
80,Lamaronde,18,8,18,10
80,Lamotte-Brebière,78,13,76,14
80,Lamotte-Buleux,106,23,98,29
80,Lamotte-Warfusée,217,31,205,38
80,Lanchères,288,71,265,95
80,Languevoisin-Quiquery,63,14,54,21
80,Lanches-Saint-Hilaire,39,7,34,13
80,Laucourt,55,12,54,16
80,Laviéville,44,9,53,11
80,Lawarde-Mauger-l'Hortoy,56,17,51,17
80,Léalvillers,50,18,49,13
80,Lesboeufs,51,11,47,10
80,Liancourt-Fosse,87,21,82,14
80,Licourt,128,35,106,36
80,Liéramont,66,22,61,21
80,Liercourt,104,28,95,27
80,Ligescourt,68,19,61,32
80,Lignières,41,6,42,12
80,Lignières-Châtelain,94,32,89,39
80,Lignières-en-Vimeu,28,9,32,9
80,Lihons,123,18,122,28
80,Limeux,36,14,40,18
80,Liomer,110,29,94,37
80,Loeuilly,243,62,245,78
80,Long,189,49,181,71
80,Longavesnes,23,4,23,13
80,Longpré-les-Corps-Saints,448,136,452,172
80,Longueau,1554,377,1668,605
80,Longueval,85,17,76,30
80,Longuevillette,18,6,24,5
80,Louvencourt,69,24,74,34
80,Louvrechy,64,11,59,12
80,Lucheux,167,62,142,60
80,Machiel,59,12,45,22
80,Machy,42,13,37,12
80,Mailly-Maillet,179,47,167,69
80,Mailly-Raineval,81,10,80,13
80,Maisnières,158,35,152,55
80,Maison-Ponthieu,87,16,73,25
80,Maison-Roland,32,11,31,14
80,Maizicourt,47,23,47,24
80,Malpart,22,9,17,9
80,Mametz,58,13,44,16
80,Marcelcave,312,71,330,83
80,Marché-Allouarde,16,6,16,5
80,Marchélepot,129,22,133,39
80,Marestmontiers,31,6,29,7
80,Mareuil-Caubert,245,74,233,100
80,Maricourt,59,16,46,15
80,Marieux,32,7,29,8
80,Marlers,39,14,42,14
80,Marquaix,60,18,65,22
80,Marquivillers,43,15,44,14
80,Martainneville,127,25,127,38
80,Matigny,150,40,141,66
80,Maucourt,44,10,45,11
80,Maurepas,62,24,55,29
80,Le Mazis,32,13,28,10
80,Méaulte,379,117,372,131
80,Méharicourt,164,39,162,44
80,Meigneux,49,12,49,17
80,Le Meillard,44,8,41,17
80,Méneslies,102,22,85,31
80,Méréaucourt,3,1,2,0
80,Mérélessart,60,14,56,16
80,Méricourt-l'Abbé,182,33,184,36
80,Méricourt-en-Vimeu,39,10,30,11
80,Méricourt-sur-Somme,54,17,57,20
80,Mers-les-Bains,719,392,710,538
80,Le Mesge,57,13,52,16
80,Mesnil-Bruntel,99,28,83,34
80,Mesnil-Domqueur,27,5,21,3
80,Mesnil-en-Arrouaise,40,13,37,19
80,Mesnil-Martinsart,82,11,74,20
80,Mesnil-Saint-Georges,47,13,51,17
80,Mesnil-Saint-Nicaise,168,43,152,65
80,Métigny,36,7,30,6
80,Mézerolles,53,17,57,21
80,Mézières-en-Santerre,161,35,148,35
80,Miannay,152,53,168,54
80,Millencourt,64,17,60,23
80,Millencourt-en-Ponthieu,108,28,116,34
80,Miraumont,196,51,189,73
80,Mirvaux,48,12,42,13
80,Misery,44,7,39,6
80,Moislains,349,121,354,142
80,Molliens-au-Bois,97,18,103,22
80,Molliens-Dreuil,243,76,251,84
80,Monchy-Lagache,209,57,196,61
80,Mons-Boubert,157,51,151,44
80,Estrées-Mons,169,37,168,47
80,Monsures,74,11,62,19
80,Montagne-Fayel,52,9,47,13
80,Montauban-de-Picardie,67,14,69,19
80,Montdidier,1667,494,1694,840
80,Montigny-sur-l'Hallue,62,12,68,11
80,Montigny-les-Jongleurs,27,5,23,12
80,Montonvillers,26,8,23,10
80,Fieffes-Montrelet,100,35,93,32
80,Morchain,97,21,89,24
80,Morcourt,89,21,82,23
80,Moreuil,1133,279,1165,473
80,Morisel,141,42,143,52
80,Morlancourt,107,26,92,50
80,Morvillers-Saint-Saturnin,130,35,120,37
80,Mouflers,25,7,24,8
80,Mouflières,20,11,25,8
80,Moyencourt,93,27,78,31
80,Moyencourt-lès-Poix,51,9,51,10
80,Moyenneville,223,38,207,50
80,Muille-Villette,243,61,228,93
80,Nampont,72,26,73,20
80,Namps-Maisnil,311,66,282,93
80,Nampty,83,18,82,20
80,Naours,335,67,321,82
80,Nesle,617,231,648,336
80,Nesle-l'Hôpital,54,8,52,7
80,Neslette,30,15,22,11
80,Neufmoulin,106,30,112,30
80,Neuilly-le-Dien,29,8,30,8
80,Neuilly-l'Hôpital,93,21,92,33
80,Neuville-au-Bois,49,16,43,15
80,Neuville-Coppegueule,158,50,164,58
80,La Neuville-lès-Bray,75,30,78,31
80,Neuville-lès-Loeuilly,42,8,33,11
80,La Neuville-Sire-Bernard,81,18,88,18
80,Neuvillette,68,9,66,13
80,Nibas,269,48,250,65
80,Nouvion,341,112,368,120
80,Noyelles-en-Chaussée,79,28,61,42
80,Noyelles-sur-Mer,181,92,203,99
80,Nurlu,124,29,121,39
80,Occoches,37,6,32,11
80,Ochancourt,91,18,87,29
80,Offignies,17,10,17,9
80,Offoy,60,21,68,19
80,Oisemont,288,121,315,169
80,Oissy,71,10,69,18
80,Omiécourt,71,16,67,21
80,Oneux,119,24,98,31
80,Oresmaux,262,51,253,58
80,Oust-Marest,186,54,203,71
80,Outrebois,80,25,83,28
80,Ovillers-la-Boisselle,128,38,128,40
80,Pargny,51,14,46,14
80,Parvillers-le-Quesnoy,70,18,66,21
80,Pendé,311,114,296,129
80,Pernois,231,39,206,38
80,Péronne,2022,642,2185,1083
80,Pertain,107,32,107,30
80,Picquigny,397,89,413,149
80,Piennes-Onvillers,102,32,98,37
80,Pierregot,80,14,77,18
80,Pierrepont-sur-Avre,201,31,178,50
80,Pissy,83,24,88,30
80,Plachy-Buyon,266,68,270,76
80,Le Plessier-Rozainvillers,199,54,208,58
80,Poeuilly,35,8,34,7
80,Poix-de-Picardie,633,221,650,345
80,Ponches-Estruval,34,11,31,11
80,Pont-de-Metz,743,121,767,152
80,Ponthoile,178,70,157,80
80,Pont-Noyelles,254,63,242,66
80,Pont-Remy,394,97,423,126
80,Port-le-Grand,83,20,90,22
80,Potte,36,6,34,12
80,Poulainville,358,128,348,139
80,Pozières,75,24,75,23
80,Prouville,88,23,73,36
80,Prouzel,149,32,150,34
80,Proyart,190,37,193,49
80,Puchevillers,166,31,165,31
80,Punchy,24,6,18,12
80,Puzeaux,84,9,74,18
80,Pys,34,5,32,8
80,Quend,375,193,367,193
80,Querrieu,189,51,191,63
80,Le Quesne,74,32,75,36
80,Le Quesnel,235,47,232,44
80,Quesnoy-le-Montant,171,43,166,58
80,Quesnoy-sur-Airaines,130,41,117,46
80,Quevauvillers,348,77,330,96
80,Quiry-le-Sec,88,24,83,26
80,Quivières,48,14,50,8
80,Raincheval,84,21,79,29
80,Rainneville,254,52,280,57
80,Ramburelles,71,20,72,25
80,Rambures,101,27,99,49
80,Rancourt,60,11,56,11
80,Regnière-Écluse,33,13,40,12
80,Remaisnil,10,3,9,5
80,Remaugies,45,7,37,7
80,Remiencourt,48,14,52,12
80,Rethonvillers,106,26,93,36
80,Revelles,175,40,164,38
80,Ribeaucourt,65,17,59,15
80,Ribemont-sur-Ancre,165,51,169,61
80,Riencourt,70,12,57,19
80,Rivery,949,330,948,446
80,Rogy,36,9,36,13
80,Roiglise,56,12,48,12
80,Roisel,497,127,503,183
80,Rollot,220,48,197,64
80,Ronssoy,161,50,168,63
80,Rosières-en-Santerre,815,232,859,352
80,Rouvrel,86,24,87,24
80,Rouvroy-en-Santerre,56,17,48,24
80,Rouy-le-Grand,33,3,32,7
80,Rouy-le-Petit,38,7,33,10
80,Roye,1689,473,1709,703
80,Rubempré,222,37,216,45
80,Rubescourt,44,11,41,13
80,Rue,767,336,799,557
80,Rumigny,158,46,165,51
80,Saigneville,108,44,117,43
80,Sailly-Flibeaucourt,286,77,291,96
80,Sailly-Laurette,96,19,92,26
80,Sailly-le-Sec,103,31,94,26
80,Sailly-Saillisel,131,33,128,37
80,Sains-en-Amiénois,324,118,334,137
80,Saint-Acheul,8,3,8,3
80,Saint-Aubin-Montenoy,62,23,62,23
80,Saint-Aubin-Rivière,33,9,32,12
80,Saint-Blimont,247,102,249,126
80,Saint-Christ-Briost,133,29,132,38
80,Saint-Fuscien,273,103,282,112
80,Saint-Germain-sur-Bresle,65,20,58,29
80,Saint-Gratien,111,24,113,27
80,Saint-Léger-lès-Authie,28,12,25,9
80,Saint-Léger-lès-Domart,566,102,550,133
80,Saint-Léger-sur-Bresle,24,6,24,7
80,Saint-Mard,65,7,68,7
80,Saint-Maulvis,79,21,72,21
80,Saint-Maxent,120,27,114,32
80,Saint-Ouen,565,121,560,164
80,Saint-Quentin-en-Tourmont,90,33,96,30
80,Saint-Quentin-la-Motte-Croix-au-Bailly,386,114,363,133
80,Saint-Riquier,328,135,329,203
80,Saint-Sauflieu,295,69,306,78
80,Saint-Sauveur,451,88,433,120
80,Sainte-Segrée,18,5,11,10
80,Saint-Valery-sur-Somme,736,327,765,521
80,Saint-Vaast-en-Chaussée,156,43,145,54
80,Saisseval,68,17,71,25
80,Saleux,751,190,815,251
80,Salouël,1234,214,1287,247
80,Sancourt,76,22,87,25
80,Saulchoy-sous-Poix,19,3,19,5
80,Sauvillers-Mongival,51,16,54,16
80,Saveuse,235,98,254,111
80,Senarpont,203,63,200,62
80,Senlis-le-Sec,85,25,76,34
80,Sentelie,56,17,61,17
80,Seux,47,15,51,15
80,Sorel-en-Vimeu,71,15,72,16
80,Sorel,48,16,45,22
80,Soues,53,9,37,13
80,Sourdon,87,16,83,20
80,Soyécourt,54,10,49,12
80,Surcamps,22,6,19,9
80,Suzanne,50,19,52,21
80,Tailly,17,6,16,6
80,Talmas,333,64,321,76
80,Templeux-la-Fosse,38,14,38,25
80,Templeux-le-Guérard,68,10,57,16
80,Terramesnil,82,17,79,23
80,Tertry,55,10,56,12
80,Thennes,131,30,140,28
80,Thézy-Glimont,161,34,156,35
80,Thiepval,33,7,35,9
80,Thieulloy-l'Abbaye,82,31,91,43
80,Thieulloy-la-Ville,42,6,43,10
80,Thièvres,14,4,14,6
80,Thoix,35,17,37,20
80,Thory,50,10,49,13
80,Tilloloy,117,20,123,22
80,Tilloy-Floriville,118,29,113,32
80,Tilloy-lès-Conty,86,15,78,21
80,Tincourt-Boucly,117,21,107,27
80,Le Titre,104,28,102,35
80,Toeufles,103,17,92,25
80,Tours-en-Vimeu,261,63,250,72
80,Toutencourt,147,37,132,48
80,Le Translay,68,17,68,16
80,Treux,62,20,73,25
80,Tully,186,40,161,58
80,Ugny-l'Équipée,14,3,12,5
80,Vadencourt,33,1,28,7
80,Vaire-sous-Corbie,86,21,85,24
80,Valines,217,54,198,53
80,Varennes,69,11,63,15
80,Vauchelles-lès-Authie,37,16,35,26
80,Vauchelles-lès-Domart,31,6,35,8
80,Vauchelles-les-Quesnoy,246,55,246,75
80,Vaudricourt,111,45,118,49
80,Vauvillers,92,20,79,17
80,Vaux-en-Amiénois,123,39,114,43
80,Vaux-Marquenneville,18,12,22,8
80,Vaux-sur-Somme,99,15,93,23
80,Vecquemont,149,39,155,49
80,Velennes,42,7,46,13
80,Vercourt,26,9,25,9
80,Vergies,52,17,44,20
80,Vermandovillers,37,11,41,12
80,Verpillières,56,9,58,9
80,Vers-sur-Selles,205,69,217,70
80,La Vicogne,75,15,81,10
80,Vignacourt,696,194,665,230
80,Villecourt,22,4,20,5
80,Ville-le-Marclet,137,43,135,49
80,Villeroy,68,19,55,19
80,Villers-aux-Érables,43,6,34,10
80,Villers-Bocage,411,107,420,139
80,Villers-Bretonneux,1240,226,1227,400
80,Villers-Campsart,35,11,41,10
80,Villers-Carbonnel,97,17,87,24
80,Villers-Faucon,199,35,183,55
80,Villers-lès-Roye,79,21,75,24
80,Villers-sous-Ailly,56,16,53,17
80,Villers-Tournelle,48,6,45,10
80,Villers-sur-Authie,131,33,119,38
80,Ville-sur-Ancre,92,11,78,15
80,Vironchaux,136,40,123,51
80,Vismes,136,29,127,37
80,Vitz-sur-Authie,36,10,33,17
80,Voyennes,186,64,177,65
80,Vraignes-en-Vermandois,45,8,46,12
80,Vraignes-lès-Hornoy,28,10,24,10
80,Vrély,144,31,129,31
80,Vron,246,60,237,70
80,Wargnies,27,7,20,7
80,Warloy-Baillon,217,69,212,110
80,Warlus,75,16,70,19
80,Warsy,41,1,41,11
80,Warvillers,41,6,44,10
80,Wiencourt-l'Équipée,73,17,73,24
80,Wiry-au-Mont,42,6,34,7
80,Woignarue,256,72,241,79
80,Woincourt,381,104,395,177
80,Woirel,15,3,16,3
80,Y,25,6,23,8
80,Yaucourt-Bussus,61,14,64,19
80,Yvrench,78,25,80,24
80,Yvrencheux,42,11,32,20
80,Yzengremer,150,48,144,49
80,Yzeux,88,17,79,20
80,Yonval,65,19,67,18
81,Aguts,65,23,61,26
81,Aiguefonde,754,261,729,291
81,Alban,237,120,237,148
81,Albi,12618,4675,14398,7125
81,Albine,144,70,145,69
81,Algans,66,16,55,20
81,Alos,29,13,29,13
81,Almayrac,77,38,78,35
81,Amarens,26,7,20,10
81,Ambialet,123,51,115,53
81,Ambres,268,72,292,62
81,Andillac,35,15,34,13
81,Andouque,101,51,93,59
81,Anglès,141,73,135,97
81,Appelle,24,9,19,4
81,Arfons,59,16,57,20
81,Arifat,49,18,36,21
81,Arthès,745,222,748,259
81,Assac,36,21,33,26
81,Aussac,77,30,73,26
81,Aussillon,1496,784,1581,1032
81,Bannières,52,20,57,19
81,Barre,52,36,45,33
81,Beauvais-sur-Tescou,93,25,84,28
81,Belcastel,68,15,61,21
81,Bellegarde,121,38,121,39
81,Belleserre,53,17,53,11
81,Berlats,39,14,26,16
81,Bernac,58,11,56,18
81,Bertre,39,10,30,2
81,Le Bez,263,68,233,81
81,Blan,325,76,330,112
81,Blaye-les-Mines,803,332,833,479
81,Boissezon,120,41,105,43
81,Bournazel,40,27,46,28
81,Bout-du-Pont-de-Larn,361,119,363,114
81,Brassac,361,188,355,211
81,Brens,616,192,624,197
81,Briatexte,514,221,541,289
81,Brousse,122,29,121,31
81,Broze,28,19,26,19
81,Burlats,590,176,583,185
81,Busque,226,71,216,64
81,Cabanès,70,21,78,20
81,Les Cabannes,96,40,105,46
81,Cadalen,429,119,440,176
81,Cadix,63,33,55,29
81,Cagnac-les-Mines,657,223,687,309
81,Cahuzac,70,70,82,112
81,Cambon-lès-Lavaur,93,17,83,20
81,Cahuzac-sur-Vère,278,144,291,163
81,Cambon,610,143,622,131
81,Cambounès,106,36,95,54
81,Cambounet-sur-le-Sor,259,65,248,64
81,Les Cammazes,89,19,83,30
81,Campagnac,33,14,31,21
81,Carbes,56,20,61,15
81,Carlus,181,79,185,73
81,Carmaux,2361,1215,2517,1795
81,Castanet,53,25,52,23
81,Castelnau-de-Brassac,226,101,212,98
81,Castelnau-de-Lévis,412,152,426,203
81,Castelnau-de-Montmiral,274,118,273,121
81,Castres,10790,3812,11519,5816
81,Caucalières,95,26,97,23
81,Cestayrols,126,59,120,72
81,Combefa,55,7,52,7
81,Cordes-sur-Ciel,230,129,223,211
81,Coufouleux,721,193,704,226
81,Courris,25,15,21,12
81,Crespin,43,15,34,14
81,Crespinet,51,17,48,14
81,Cunac,454,111,485,113
81,Cuq,141,43,131,53
81,Cuq-Toulza,204,50,187,59
81,Curvalle,126,55,100,72
81,Damiatte,311,81,291,86
81,Dénat,211,57,210,64
81,Donnazac,23,14,19,10
81,Dourgne,332,151,328,229
81,Le Dourn,37,17,31,22
81,Durfort,77,25,66,32
81,Escoussens,197,50,176,57
81,Escroux,15,8,12,8
81,Espérausses,50,20,58,19
81,Fayssac,87,30,95,34
81,Fauch,147,43,147,39
81,Faussergues,38,26,36,21
81,Fénols,66,17,68,21
81,Ferrières,40,18,35,26
81,Fiac,283,63,276,71
81,Florentin,198,63,189,65
81,Fraissines,31,9,28,10
81,Frausseilles,18,18,22,16
81,Le Fraysse,118,38,112,40
81,Fréjairolles,385,103,391,109
81,Fréjeville,188,51,174,53
81,Gaillac,3454,1429,4058,2130
81,Garrevaques,103,29,112,35
81,Le Garric,365,130,352,146
81,Garrigues,88,19,89,14
81,Gijounet,37,12,34,16
81,Giroussens,420,108,394,131
81,Graulhet,2973,1346,2986,1833
81,Grazac,162,44,147,46
81,Itzac,32,23,39,19
81,Jonquières,125,47,146,60
81,Jouqueviel,29,17,19,19
81,Labarthe-Bleys,16,17,19,18
81,Labastide-de-Lévis,279,97,260,111
81,Labastide-Dénat,108,25,115,31
81,Labastide-Gabausse,138,45,130,57
81,Labastide-Rouairoux,313,230,298,359
81,Labastide-Saint-Georges,528,146,559,177
81,Labessière-Candeil,217,74,202,78
81,Laboulbène,48,9,46,10
81,Laboutarie,148,35,150,38
81,Labruguière,1661,647,1732,867
81,Lacabarède,71,51,70,51
81,Lacapelle-Pinet,17,11,18,11
81,Lacapelle-Ségalar,26,12,23,12
81,Lacaune,750,299,687,380
81,Lacaze,79,54,70,57
81,Lacougotte-Cadoul,50,14,52,12
81,Lacroisille,35,14,34,12
81,Lacrouzette,522,177,455,239
81,Lagardiolle,74,14,69,19
81,Lagarrigue,525,172,560,176
81,Lagrave,541,168,545,236
81,Guitalens-L'Albarède,255,62,240,92
81,Lamillarié,119,43,132,44
81,Lamontélarié,19,14,18,9
81,Laparrouquial,37,11,30,14
81,Larroque,52,22,47,17
81,Lasfaillades,21,13,22,11
81,Lasgraisses,138,28,141,37
81,Lautrec,446,173,484,264
81,Lavaur,2811,989,2994,1358
81,Lédas-et-Penthiès,40,28,36,24
81,Lempaut,226,75,239,72
81,Lescout,197,38,184,47
81,Lescure-d'Albigeois,1180,460,1279,540
81,Lisle-sur-Tarn,1192,446,1180,589
81,Livers-Cazelles,65,32,61,29
81,Lombers,331,80,325,103
81,Loubers,21,11,22,10
81,Loupiac,119,27,120,29
81,Lugan,115,27,111,28
81,Magrin,35,13,39,12
81,Mailhoc,72,28,71,25
81,Le Margnès,18,7,9,7
81,Marnaves,24,9,19,11
81,Marsal,86,24,78,34
81,Marssac-sur-Tarn,838,288,857,365
81,Marzens,91,18,90,19
81,Le Masnau-Massuguiès,72,55,60,47
81,Massac-Séran,85,20,89,60
81,Massaguel,101,60,104,64
81,Massals,28,15,30,13
81,Maurens-Scopont,45,17,50,17
81,Mazamet,2456,1215,2563,1875
81,Mézens,127,33,124,43
81,Milhars,58,43,56,54
81,Milhavet,25,15,26,11
81,Miolles,30,10,28,18
81,Mirandol-Bourgnounac,265,160,251,193
81,Missècle,27,10,28,7
81,Monestiés,376,172,370,251
81,Montans,396,114,375,113
81,Montauriol,12,11,11,8
81,Montcabrier,85,15,75,13
81,Montdragon,173,49,168,79
81,Montdurausse,98,32,108,32
81,Montels,25,15,33,10
81,Montfa,130,33,128,37
81,Montgaillard,109,28,115,31
81,Montgey,79,33,82,34
81,Montirat,77,44,60,55
81,Montpinier,54,14,57,18
81,Montredon-Labessonnié,622,211,544,242
81,Mont-Roc,55,17,53,29
81,Montrosier,9,5,8,2
81,Montvalen,66,18,64,12
81,Moularès,85,35,71,39
81,Moulayrès,54,15,52,15
81,Moulin-Mage,97,34,86,45
81,Mouzens,39,9,34,10
81,Mouzieys-Teulet,132,31,120,27
81,Mouzieys-Panens,64,27,72,28
81,Murat-sur-Vèbre,226,124,195,137
81,Nages,96,56,82,55
81,Navès,224,43,221,49
81,Noailhac,247,66,245,91
81,Noailles,62,21,55,28
81,Orban,95,27,96,26
81,Padiès,52,33,48,28
81,Palleville,142,22,139,29
81,Pampelonne,231,101,210,104
81,Parisot,280,61,278,52
81,Paulinet,173,59,147,63
81,Payrin-Augmontel,612,230,642,271
81,Péchaudier,40,29,50,20
81,Penne,169,54,179,61
81,Peyregoux,26,10,22,9
81,Peyrole,149,19,150,31
81,Pont-de-Larn,799,288,838,347
81,Poudis,71,22,68,22
81,Poulan-Pouzols,125,37,131,41
81,Prades,37,14,37,20
81,Pratviel,21,9,20,10
81,Puéchoursi,25,9,29,9
81,Puybegon,187,56,181,63
81,Puycalvel,70,18,58,23
81,Puycelsi,128,63,121,77
81,Puygouzon,764,345,823,433
81,Puylaurens,853,359,888,435
81,Rabastens,1389,497,1477,621
81,Rayssac,72,36,61,39
81,Réalmont,841,381,893,511
81,Le Rialet,16,9,11,9
81,Le Riols,30,23,23,25
81,Rivières,274,73,289,76
81,Ronel,101,20,90,20
81,Roquecourbe,648,227,662,302
81,Roquemaure,119,31,118,30
81,Roquevidal,38,13,39,11
81,Rosières,215,84,206,100
81,Rouairoux,105,40,94,53
81,Rouffiac,182,49,194,49
81,Roumégoux,63,25,60,25
81,Roussayrolles,16,13,16,7
81,Saint-Affrique-les-Montagnes,238,39,236,51
81,Saint-Agnan,72,10,65,11
81,Saint-Amancet,58,12,56,15
81,Saint-Amans-Soult,414,195,409,284
81,Saint-Amans-Valtoret,263,120,236,131
81,Saint-André,31,12,26,16
81,Saint-Antonin-de-Lacalm,84,23,67,32
81,Saint-Avit,77,16,77,15
81,Saint-Beauzile,31,12,36,12
81,Saint-Benoît-de-Carmaux,524,229,588,355
81,Saint-Christophe,38,15,40,21
81,Sainte-Cécile-du-Cayrou,32,13,33,14
81,Saint-Cirgue,55,24,57,28
81,Saint-Gauzens,242,64,240,66
81,Sainte-Gemme,257,77,236,102
81,Saint-Genest-de-Contest,83,25,80,28
81,Saint-Germain-des-Prés,268,55,256,49
81,Saint-Germier,50,9,42,7
81,Saint-Grégoire,154,25,144,37
81,Saint-Jean-de-Marcel,92,48,91,51
81,Saint-Jean-de-Rives,138,19,136,17
81,Saint-Jean-de-Vals,25,5,20,10
81,Saint-Juéry,1725,721,1977,942
81,Saint-Julien-du-Puy,125,37,123,41
81,Saint-Julien-Gaulène,58,20,55,34
81,Saint-Lieux-Lafenasse,123,45,133,47
81,Saint-Lieux-lès-Lavaur,279,52,286,49
81,Saint-Marcel-Campes,66,21,57,31
81,Saint-Martin-Laguépie,111,50,110,67
81,Saint-Michel-Labadié,24,6,27,14
81,Saint-Michel-de-Vax,15,11,17,10
81,Saint-Paul-Cap-de-Joux,280,119,309,134
81,Saint-Pierre-de-Trivisy,163,88,156,127
81,Saint-Salvi-de-Carcavès,23,10,17,8
81,Saint-Salvy-de-la-Balme,177,60,155,61
81,Saint-Sernin-lès-Lavaur,46,11,47,7
81,Saint-Sulpice-la-Pointe,2406,524,2395,736
81,Saint-Urcisse,73,25,58,27
81,Saïx,939,310,982,417
81,Saliès,246,37,256,37
81,Salles,43,34,41,42
81,Salvagnac,292,134,299,153
81,Saussenac,170,40,161,37
81,Sauveterre,51,22,49,23
81,La Sauzière-Saint-Jean,79,28,73,20
81,Le Ségur,60,38,63,36
81,Sémalens,560,184,596,204
81,Senaux,12,4,10,5
81,Senouillac,312,94,295,105
81,Le Sequestre,428,95,505,140
81,Sérénac,140,48,124,78
81,Serviès,156,58,154,110
81,Sieurac,81,11,81,17
81,Sorèze,765,249,732,381
81,Soual,671,233,697,294
81,Souel,50,26,46,29
81,Taïx,133,33,115,37
81,Tanus,138,65,137,78
81,Tauriac,97,22,82,24
81,Técou,278,60,281,59
81,Teillet,121,58,110,69
81,Terre-Clapier,76,23,69,28
81,Terssac,306,101,321,102
81,Teulat,159,24,147,30
81,Teyssode,113,30,115,29
81,Tonnac,27,21,24,29
81,Le Travet,36,16,29,22
81,Tréban,15,5,13,4
81,Trébas,94,73,90,97
81,Trévien,47,34,49,26
81,Vabre,217,129,182,142
81,Valderiès,229,86,236,107
81,Valdurenque,240,65,222,79
81,Valence-d'Albigeois,299,156,296,279
81,Vaour,109,26,95,22
81,Veilhes,32,12,33,11
81,Vénès,205,77,198,80
81,Verdalle,246,89,242,108
81,Le Verdier,56,25,61,30
81,Viane,148,70,138,82
81,Vielmur-sur-Agout,430,93,421,117
81,Vieux,51,26,47,27
81,Villefranche-d'Albigeois,365,102,353,144
